"EntrezID","S_mrna"
"1",-24.7152944874247
"10",-2.19586056766465
"100",-27.1563294101681
"1000",-14.6368442350422
"10000",-47.2877858963529
"100008587",-15.9191118032746
"10001",-22.0028898951846
"10002",-21.3223614354063
"10003",-5.23524063846021
"100033423",-0.428990327690695
"100037417",-6.34020527320353
"10004",-3.52037165917815
"100048912",-6.95139313376515
"100049076",-5.72981657084001
"100049587",-12.5946388755505
"100049716",-1.32725859763162
"10005",-3.73990145258547
"10006",-49.7777616096751
"10007",-34.1907126399078
"100073347",-0.575404177450919
"10008",-27.3962983526988
"10009",-30.1111216160221
"100093631",-0.428990327690695
"1001",-8.57426115476104
"10010",-3.71234877666149
"100101118",-14.38815079261
"100101121",-15.9191118032746
"100101267",-49.773535206323
"100101467",-19.2556745045469
"100101490",-0.428990327690695
"10011",-5.18601868185126
"100113381",-0.605863505488046
"100113392",-20.3127365142163
"100113407",-28.7846033394582
"100124541",-2.57404538252775
"100125288",-1.32725859763162
"100126332",-4.33208031468264
"100126351",-4.39362471094165
"100127206",-0.832682665251824
"100127889",-3.61097541889126
"100127974",-7.59406487621106
"100127983",-14.1332814971106
"100128081",-4.7608006579457
"100128098",-1.00159533968038
"100128242",-0.511908611392086
"100128264",-4.01693515937833
"100128327",-3.18010444964519
"100128398",-17.6268557319182
"100128505",-0.511908611392086
"100128553",-11.379687744824
"100128590",-3.97803930733134
"100128682",-0.0423927129399047
"100128731",-3.52037165917815
"100128811",-1.02585690009779
"100128822",-0.575404177450919
"100128927",-0.331087641148961
"100129128",-3.97803930733134
"100129271",-4.40255797320838
"100129387",-0.0777274096230402
"100129396",-5.08301995267962
"100129407",-4.40255797320838
"100129480",-1.16377030640078
"100129518",-10.4168511983378
"100129543",-25.3342120706369
"100129583",-5.76519516308731
"100129620",-0.428990327690695
"100129654",-24.6166724816927
"100129662",-4.33208031468264
"100129669",-5.76239599762608
"100129716",-0.575404177450919
"100129726",-8.77352067472165
"100129792",-2.51397531752592
"100129794",-1.90266277508254
"100129842",-23.0919546666614
"100129858",-3.11272993589819
"100129924",-2.4556103751227
"100129995",-3.52311916529627
"10013",-14.8850452122057
"100130000",-15.9191118032746
"100130017",-0.0777274096230402
"100130093",-5.01149678264298
"100130172",-4.9779621506593
"100130301",-4.7608006579457
"100130311",-0.0423927129399047
"100130353",-2.77126474511557
"100130460",-14.9635549700609
"100130519",-8.77352067472165
"100130733",-1.32725859763162
"100130771",-12.7095411970919
"100130776",-8.27856781085841
"100130872",-4.39362471094165
"100130932",-4.40255797320838
"100130933",-0.528136095865006
